"title","asin","brand","stars","reviewsCount","thumbnailImage","breadCrumbs","description","price","price/currency","price/value","url"
"Vetoquinol Viralys Daily L-Lysine Powder for Cats and Kittens, Fish Flavored Lysine Supplement for Cats and Kittens to Support Immune Health, Normal Eye Function and Respiratory Health, 100gm","B000FULBT4","Vetoquinol","4.6","9370","https://m.media-amazon.com/images/I/71IiAj4UUCL._AC_SY300_SX300_QL70_FMwebp_.jpg","Pet Supplies > Cats > Health Supplies > Supplements & Vitamins > Multivitamins",,,"$","31.99","https://www.amazon.com/dp/B000FULBT4"
"Sandhu's Liver Cleanse Detox & Repair Support Capsules with Milk Thistle & Dandelion Root | Herbal Supplement Pills for Liver Health | for Men & Women | Made in USA | Viral on Tiktok | 140 Count","B0D4R3C1L8","Sandhu's","4.4","958","https://m.media-amazon.com/images/I/81nrJjbIj2L._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Diet & Sports Nutrition > Weight Loss > Supplements > Detox & Cleanse",,,"$","45.59","https://www.amazon.com/dp/B0D4R3C1L8"
"Touchland Hydrating Hand Sanitizer Spray, TROPICAL Trio Set (Mango Passion, Beach Coco, Watermelon), 1 FL. OZ. Travel Size Power Mist Sprays (Set of 3)","B0CJMRPQD3","Touchland","4.8","12177","https://m.media-amazon.com/images/I/41NqqVzAwGL._SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > First Aid > Antibiotics & Antiseptics > Hand Sanitizers",,,"$","30","https://www.amazon.com/dp/B0CJMRPQD3"
"Divi Air Dry Styling Cream for Curly, Wavy & Frizzy Hair, Smooths, De-Frizzes, & Defines Strands for Up to 24 Hours, Adds Major Softness, Shine & Natural Style, 4 Oz","B0DPXP8R5Q","","4.4","306","https://m.media-amazon.com/images/I/31coYZsRc6L._SX342_SY445_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Styling Products > Creams & Lotions",,,"$","28","https://www.amazon.com/dp/B0DPXP8R5Q"
"Touchland Hydrating Hand Sanitizer Spray, FRESH 5 Set (Mint, Citrus, Lemon Lime, Aloe, Watermelon), 1 FL. OZ. Travel Size Power Mist Sprays (Set of 5)","B09YSW2KQF","Touchland","4.8","12177","https://m.media-amazon.com/images/I/41gDSULT5+L._SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > First Aid > Antibiotics & Antiseptics > Hand Sanitizers",,,"$","45","https://www.amazon.com/dp/B09YSW2KQF"
"Touchland Hydrating Hand Sanitizer Spray, TOP 5 Set (Applelicious, Sandalwood, Lavender, Berry, Citrus), 1 FL. OZ. Travel Size Power Mist Sprays (Set of 5)","B09JFLV454","Touchland","4.8","12177","https://m.media-amazon.com/images/I/41uvC0BJo5L._SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > First Aid > Antibiotics & Antiseptics > Hand Sanitizers",,,"$","45","https://www.amazon.com/dp/B09JFLV454"
"Purefypro Disinfectant Airesol Spray (14oz, 2 Pack) Eliminate 99.9999% Norovirus, HIV, Hepatitis, Flu, Monkeypox Viruses, MRSA, VRE, E Coli, Fungi. No Residue. No Rinse. Suitable for All Surfaces.","B09DFH1FFM","PUREFY","4.5","132","https://m.media-amazon.com/images/I/51w3fcbrmFL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Household Supplies > Household Cleaning > Disinfectant Sprays & Liquids",,,"$","27.88","https://www.amazon.com/dp/B09DFH1FFM"
"Divi Hydrating Conditioner for Women and Men - Softens, Detangles, and Strengthens Hair - Nourishing Formula for All Hair Types, Including Dry, Frizzy, and Color-Treated Hair","B0DFF2G44Z","Divi","4.4","141","https://m.media-amazon.com/images/I/31lt+8ap9mL._SX342_SY445_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Conditioners",,,"$","32","https://www.amazon.com/dp/B0DFF2G44Z"
"PHLUR Caramel Skin Body Mist - Hair & Body Fragrance Mist - Caramel Body Spray with Vanilla, Brown Sugar, Bergamot, Sandalwood & Musk (8 Fl Oz)","B0DC7297FP","PHLUR","4.1","4394","https://m.media-amazon.com/images/I/31SSS-g8SmL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Fragrance > Women's > Body Sprays",,,"$","38","https://www.amazon.com/dp/B0DC7297FP"
"ClearDea Mucin Collagen Peptide Hydrogel Mask (Plant Mucin & 7-Collagen Complex) – Hydrating & Firming Facial Sheet, 5 Pack – Korean Skincare Glow Essentials","B0DTN5V721","ClearDea","4.5","51","https://m.media-amazon.com/images/I/31P9vM5TZeL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks",,,"$","34","https://www.amazon.com/dp/B0DTN5V721"
"ROOTONIX Extreme Advance Essential Hair Pack for Damaged Hair, Korean Hair Treatment, Hydrating Repair Mask with Protein, Keratin & Black Truffle (8.45 fl oz /250ml)","B0F668Y86M","ROOTONIX Périgord","4.2","28","https://m.media-amazon.com/images/I/417MSDwgijL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Hair Masks",,,"$","35","https://www.amazon.com/dp/B0F668Y86M"
"Big Kizzy Thick Chick Volumizing Mousse - Weightless Volume from Root to End - Thickening Foam Mousse with Smooth, Touchable Finish, 7.5 oz","B07MHNYPQV","Big Kizzy","3.6","13","https://m.media-amazon.com/images/I/31R7CTa17EL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Styling Products > Mousses",,,"$","27.99","https://www.amazon.com/dp/B07MHNYPQV"
"PESTLO T3 Baby Collagen Glow Serum Mist Spray for Korean Glass Skin - 75.4% Reallagen/T3 Vegan Collagen, PDRN, Phyto-Amino Acid Complex, Voluform for Elasticity, Radiance & Firmness, 1.69 Fl Oz (50ml)","B0DZGR9986","PESTLO PESTLE + ROAD","4.1","39","https://m.media-amazon.com/images/I/31ZjX5OItVL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Serums",,,"$","29.2","https://www.amazon.com/dp/B0DZGR9986"
"medicube Viral Glass Glow Overnight Wrapping Mask Duo: Collagen Overnight Wrapping Peel Off Facial Mask Pack and Turmeric Wrapping Peel Off Mask 2.0 and Jelly Brush","B0G4L8K8JQ","medicube","3.5","2","https://m.media-amazon.com/images/I/31zFBUkbZLL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks","medicube Viral Glass Glow Overnight Wrapping Mask Duo: Collagen Overnight Wrapping Peel Off Facial Mask Pack and Turmeric Overnight Wrapping Peel Off Mask 2.0 and Jelly Brush",,"$","36.79","https://www.amazon.com/dp/B0G4L8K8JQ"
"Herbalista Viral New Hair Care Bundle - Herbal Shampoo 1000ml (33 fl oz) + Hair Tonic 250ml - With Real Pieces of Rosemary, Cinnamon, Anise, Clove, Aloe, Ginger, & Eucalyptus - Fortalece, Regenera.","B0FMX8CYCS","HERBALISTA","5","2","https://m.media-amazon.com/images/I/41quXoN6vHL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Shampoos","Elevate your hair care with this Herbal Shampoo 1000ml (33 fl oz) and Hair Tonic 250ml set. Fortified with real rosemary, cinnamon, anise, clove, aloe, ginger, and eucalyptus, it strengthens, repairs, and boosts growth. 100% natural and handcrafted, it offers deep nourishment from plant sources. Perfect for all hair types, this gentle formula is suitable for ruffled, coily, straight, dry, or oily hair.",,"$","39.99","https://www.amazon.com/dp/B0FMX8CYCS"
"Stratia Interface Daily Moisturizer with Peptides for Hydration & Repair, Suitable for All Skin Types, 1.70 Fl Oz (Pack of 1)","B0BLT81DVG","Stratia","4.4","162","https://m.media-amazon.com/images/I/41D0T4QdMML._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Creams & Moisturizers > Face Moisturizers",,,"$","29","https://www.amazon.com/dp/B0BLT81DVG"
"Viral Products Online Inflatable Travel Pillow (Blue)","B06XDTKD64","Viral Products Online",,,"https://m.media-amazon.com/images/I/41mTEnCwd6L._AC_SY300_SX300_QL70_FMwebp_.jpg","Home & Kitchen > Bedding > Bed Pillows & Positioners > Travel Pillows","Inflatable Travel Pillow for comfortable resting while traveling. Come with a convenient pouch for easily carrying with you",,,,"https://www.amazon.com/dp/B06XDTKD64"
"medicube Viral Jelly Cream Duo: Hyaluronic Acid and Collagen Jelly Cream for Boosting Radiance and Glow | Collagen, Hyaluronic Acid | Korean Skincare","B0G5XH93WN","medicube","4.4","9","https://m.media-amazon.com/images/I/315kqky85OL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Creams & Moisturizers > Face Moisturizers","medicube Viral Jelly Cream Duo: Hyaluronic Acid Moisturizing Jelly Cream and Collagen Jelly Cream for Boosting Radiance and Glow | Collagen, Hyaluronic Acid | Korean Skincare",,"$","26.82","https://www.amazon.com/dp/B0G5XH93WN"
"Medicube Korean Viral Glass Skin Mask Duo: Collagen Overnight Wrapping Peel Off Facial Mask Pack and Zero Pore Blackhead Mud Facial Mask and Jelly Brush","B0DSJ584H3","Medicube","4.7","179","https://m.media-amazon.com/images/I/31+j6oubCvL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks","medicube Korean Viral Glass Skin Facial Mask Duo: Collagen Overnight Wrapping Peel Off Facial Mask Pack and Zero Pore Blackhead Mud Facial Mask and Jelly Brush | Gifts for Her, Gifts for Women, Korean Skincare Set, Affordable Skincare Set",,"$","36.71","https://www.amazon.com/dp/B0DSJ584H3"
"NORTH AMERICAN HERB & SPICE OregaSpray - 4 fl. oz. - All-Natural Surface Cleaner, Air Deodorizer, & Vegetable Wash - Includes Clove, Cumin, Lavender, Oregano Oil - Non-GMO","B000GDXNWI","NORTH AMERICAN HERB & SPICE","4.6","478","https://m.media-amazon.com/images/I/415g5VLVBSL._SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Household Supplies > Household Cleaning > All-Purpose Cleaners",,,"$","32.95","https://www.amazon.com/dp/B000GDXNWI"
"ROOTONIX Rosemary Scalp Tonic for Thinning Hair, Leave-In Treatment, K-Beauty Hair Growth Foam with Biotin, Caffeine (3.38oz /100 ml)","B0F6392DDW","ROOTONIX Périgord","4.5","27","https://m.media-amazon.com/images/I/41C2bCARBAL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Hair Loss Products > Hair Regrowth Tonics",,,"$","35","https://www.amazon.com/dp/B0F6392DDW"
"Swanicoco Pregnancy Safe Skincare Brightening Duo (Instagram Viral Product) Multi Solution Vitamin Essence & Fermentation Peptine Eye Care, Even Skin Tone, Dark Eye Circles, Stocking Stuffer","B0DT3YMJKM","SWANICOCO","5","1","https://m.media-amazon.com/images/I/31vn7p3X9RL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Eyes > Creams","Experience the perfect synergy of advanced skincare with this exclusive bundle. Combining the power of our award-winning multi-solution vitamin essence and eye-care formula, this set is designed to transform your skin. Clinically proven and celebrated by numerous awards, this bundle is your go-to solution for comprehensive skin rejuvenation.",,"$","29.99","https://www.amazon.com/dp/B0DT3YMJKM"
"Astepro Allergy Nasal Spray, 24-Hour Allergy Relief, Steroid-Free Antihistamine, 60 Metered Sprays","B09PVPSTVK","Astepro","4.2","2674","https://m.media-amazon.com/images/I/811Yb-BjnuL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Allergy, Sinus & Asthma > Allergy Medicine","Astepro Allergy is the first and only 24 hour, steroid-free nasal spray for allergy relief. While steroid allergy sprays may take hours to start working on the first day, Astepro, full-prescription strength allergy medicine, starts working in 30 minutes*. This steroid-free nasal spray provides long-lasting allergy relief of indoor and outdoor nasal allergy symptoms; nasal congestion, runny nose, sneezing, and itchy nose for up to 24 hours. Astepro allergy has flexible dosing, so it can be used either once or twice daily for allergy relief . This nasal spray is steroid-free, alcohol-free and fragrance-free. One nasal spray contains 205.5 mcg of azelastine HCl. This pack contains Astepro Allergy antihistamine nasal spray powerful steroid-free allergy relief.",,"$","18.39","https://www.amazon.com/dp/B09PVPSTVK"
"Celeb Luxury Moisturizing Hair Conditioner Mask, BondFix Bond Rebuilder Daily Hydration, Deep Hair Conditioner Treatment For Strong Healthy Hair","B078WYNNRL","Celeb Luxury","4.2","364","https://m.media-amazon.com/images/I/31NzM7Q3VlL._SY445_SX342_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Conditioners",,,"$","35","https://www.amazon.com/dp/B078WYNNRL"
"NeemAura Naturals Neem Leaf 3X Concentration, 1-Ounce (Pack of 2)","B001G8YA3I","NEEMAURA","4.2","67","https://m.media-amazon.com/images/I/71ncSC5gc-L._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Vitamins, Minerals & Supplements > Herbal Supplements > Neem","Neem Aura Neem Oil has the highest Azadirachtin content in its most concentrated form. A little goes a long way. Neem is considered to be the miracle herb and has been used in the Ayurvedic tradition for 5000 years. Neem seed oil is cold pressed from Neem seeds of wildcrafted Neem trees. No solvents or chemicals are used during extraction. Our Neem oil provides in excess of 1500 pp Azadirachtin, making this the highest potency Neem oil you can find. Each batch is verified through standard HPLC laboratory testing to assure you of the purity and active ingredient content of this oil. Oil may be hard as is normal due to high fatty acid content. Maintain above 80 F to liquify. Keep product away from extreme heat and direct sunlight. No Animal Ingredients. Cruelty Free. Wildcrafted Neem. Solvent Free.",,"$","26.92","https://www.amazon.com/dp/B001G8YA3I"
"Be - Body'ilyWise 3%-Rosemary 3%-RedensyI & 2%-Anagaln Hair & Beard Growth Serum (Roll On)|Thicker+Stronger Hair & Beard |Prevents Halr Fall & Stimulates Halr Follicles|For All Types TikTok Viral 30ml","B0GF8JNXWZ","INTENSEmatte",,,"https://m.media-amazon.com/images/I/41W81k9LBeL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Hair Loss Products > Hair Regrowth Treatments","body-wise Rosemary Hair Serum {Roll On} | Thicker & Stronger Hair/Beard | Prevents Hair Fall & Boosts Hair Follicles | For All Hair Types | 30ml",,"$","29.99","https://www.amazon.com/dp/B0GF8JNXWZ"
"Eight Saints Light Show Brightening Eye Gel, Natural and Organic Anti Aging Cooling Eye Gel to Reduce Puffiness, Wrinkles and Calms Under Eye Skin, 0.5 Ounces","B0CJDJPC28","Eight Saints","4.4","1030","https://m.media-amazon.com/images/I/213nIk2iKFL._SX300_SY300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Eyes > Gels",,,"$","36","https://www.amazon.com/dp/B0CJDJPC28"
"innisfree Green Tea Retinol PDRN Firming Serum - Vegan Korean Skincare for Fine Lines and Smoothing Skin Texture, Available in Gift Set","B0FL4MF1LB","","4.5","102","https://m.media-amazon.com/images/I/41h3+k1EshL._SX342_SY445_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Facial Kits",,,"$","39","https://www.amazon.com/dp/B0FL4MF1LB"
"ELROEL Blanc Cover Cream Stick V White - Korean Color-Changing Foundation Stick with Volufiline - Medium to Full Coverage Dewy Finish Base Makeup - Dual-Ended with Detachable Brush (200 Fair)","B0FDGW29BJ","ELROEL","3.8","3998","https://m.media-amazon.com/images/I/31Kp3ZNSJZL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Makeup > Face > Foundation",,,"$","27.9","https://www.amazon.com/dp/B0FDGW29BJ"
"Abib Mild Acidic pH Sheet Mask Honey Fit 10 Sheets I Vitalizing Facial Mask, Propolis Glow","B0816HW2TH","Abib","4.6","601","https://m.media-amazon.com/images/I/41iiXwyQcpL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks",,,"$","32","https://www.amazon.com/dp/B0816HW2TH"
"Glown 6-Piece Hydrating Skincare Set with 5X Vitamin C & Niacinamide Collagen,HONLINK Face Care Kit Includes Toner, Faical Serum,Cleanser,Moisturizer, Eye Cream & Body Lotion | Unique Gift for Women","B0FGXVND6N","HONLINK","4.7","81","https://m.media-amazon.com/images/I/516Xh3BCw0L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Sets & Kits",,,"$","27.99","https://www.amazon.com/dp/B0FGXVND6N"
"Glow Recipe Hue Drops - Mini Tinted Face Serum - Bronzing Drops to Brighten & Hydrate - Skincare Makeup Primer & Liquid Highlighter to Blur Pores for a Radiant, Even Skin Tone - Sun Glow (15ml)","B0DYFQ1TCZ","Glow Recipe","4.6","738","https://m.media-amazon.com/images/I/315sl2VwMEL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Serums","Reveal a dewy glow, now with a warm and radiant hue! Glow Recipe's Hue Drops are the perfect option to turn your summer makeup look up a notch. Formulated exactly like our Niacinamide Dew Drops, now made with a warm tint. These multi-use bronze drops & Korean serum can be applied as liquid bronzer, focusing on the areas you'd contour or as a tinted foundation serum for your no-makeup makeup days. A hybrid between makeup and skincare, this glow makeup is sheer and buildable, flattering a wide range of skin tones for a natural glow that looks healthy, not streaky or patchy. Similar to our other skin glowing products, Hue Drops are enriched with brightening niacinamide and hydrating hyaluronic acid, giving your skin a surge of moisture while visibly minimizing the look of pores over time. We recommend applying Hue Drops as the final step of your glowy skincare routine after moisturizer or sunscreen. It can be applied all over the face for a glowing complexion, or on the high points for a warm highlight.",,"$","20","https://www.amazon.com/dp/B0DYFQ1TCZ"
"LANEIGE Neo Blurring Powder: Korean Oil-Control Compact with Pore Blurring, Smoothing Finish & Travel-Friendly, No-Spill Packaging","B0FM8TV36C","LANEIGE","4.3","1492","https://m.media-amazon.com/images/I/21BlpchVClL._SX342_SY445_QL70_FMwebp_.jpg","Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Girls > Accessories > Keychains",,,"$","10","https://www.amazon.com/dp/B0FM8TV36C"
"Sandhu's Liver Cleanse Detox & 15 Day Gut Cleanse Support Supplement for Women & Men | Supports Liver, Gut & Digestive Health","B0FNX8X7CV","Sandhu's","4.4","958","https://m.media-amazon.com/images/I/71XtoTQbBcL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Diet & Sports Nutrition > Weight Loss > Supplements > Detox & Cleanse","Sandhu's Liver Cleanse & Detox with 15 Day Cleanse bundle is an effective combo for liver and colon cleansing formulas.* This unique blend of natural herbs and essential nutrients offers comprehensive support for liver and gut health.*",,"$","42.99","https://www.amazon.com/dp/B0FNX8X7CV"
"Vetoquinol Viralys Daily L-Lysine Powder for Cats and Kittens, Fish Flavored Lysine Supplement for Cats and Kittens to Support Immune Health, Normal Eye Function and Respiratory Health, 600gm","B00AEGM31E","Vetoquinol","4.6","9370","https://m.media-amazon.com/images/I/71fboJRz+OL._AC_SY300_SX300_QL70_FMwebp_.jpg","Pet Supplies > Cats > Health Supplies > Supplements & Vitamins > Multivitamins",,,,,"https://www.amazon.com/dp/B00AEGM31E"
"Supergoop! Glowscreen SPF 40, Sunrise (Champagne Glow) - 1.7 fl oz - Glowy Primer + Broad Spectrum Tinted Sunscreen - Helps Filter Blue Light - Hydration - Hyaluronic Acid & Vitamin B5","B088ZRZ668","Supergoop!","4.5","13960","https://m.media-amazon.com/images/I/315qnWsdZjL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Sunscreens & Tanning Products > Sunscreens > Facial Sunscreens",,,"$","32.98","https://www.amazon.com/dp/B088ZRZ668"
"Sugardoh Sugar Waxing Kit for Women As Seen On Shark Tank (Vintage Kit Firm) - Underarms, Bikini, & Beginners - Sugar Wax Hair Removal - Sugaring Tiktok Viral Products - Bikini Wax Kit for Women","B0C64JVZ24","SUGARDOH","3.9","878","https://m.media-amazon.com/images/I/41Oak299A0L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Shave & Hair Removal > Women's > Waxing > Wax",,,"$","41.99","https://www.amazon.com/dp/B0C64JVZ24"
"Milani Tubing Mascara, Highly Rated Lash Extensions Tubing Mascara Black for Added Length and Lift, Shea Butter to Nourish and Condition Lashes, Viral Tik Tok Products - 2 pack","B0CZVN6Q7R","Milani","4.1","8114","https://m.media-amazon.com/images/I/31A6WEKEofL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Makeup > Eyes > Mascara",,,"$","26.56","https://www.amazon.com/dp/B0CZVN6Q7R"
"ROOTONIX ROOT FARM Energy Volume Scalp Ampoule, Hair Growth Serum, Leave-In Scalp Care, K-Beauty Hair Loss Treatment (1.18oz /35ml)","B0F66S1FQZ","ROOTONIX Périgord","3.9","25","https://m.media-amazon.com/images/I/31x24oqVkAL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Scalp Treatments",,,"$","35","https://www.amazon.com/dp/B0F66S1FQZ"
"Touchland Hydrating Hand Sanitizer Spray, JUICY 5 Set (Citrus, Berry, Watermelon, Peach, Mango), 1 FL. OZ. Travel Size Power Mist Sprays (Set of 5)","B0CJMV9SJY","Touchland","4.8","12177","https://m.media-amazon.com/images/I/31fgnqXPiEL._SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > First Aid > Antibiotics & Antiseptics > Hand Sanitizers",,,"$","45","https://www.amazon.com/dp/B0CJMV9SJY"
"Jane Iredale Just Kissed Lip And Cheek Stain, PH-Activated Formula Delivers Long-Lasting Custom Color With Hydrating Botanical Oils, Cruelty-Free","B004SGZ610","jane iredale","4.3","5895","https://m.media-amazon.com/images/I/21XpA3HSWDL._SX342_SY445_QL70_FMwebp_.jpg","Beauty & Personal Care > Makeup > Lips > Lip Stains",,,"$","32","https://www.amazon.com/dp/B004SGZ610"
"MAREE Under Eye Balm Stick with Retinol & Ceramide Complex 2 PACK - Facial Moisturizer - Under Eye Stick, Hydrating Face Skincare","B0FMS4VPMC","MAREE","4","4393","https://m.media-amazon.com/images/I/51msN11DX8L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Eyes > Balms",,,"$","44.95","https://www.amazon.com/dp/B0FMS4VPMC"
"Whipped Korean Skincare Face Wash, Hydrating Vegan Facial Cleanser for Dry Skin with Niacinamide, Hyaluronic Acid, Ceramide, Strawberry & Vanilla, Cleanser for Sensitive Skin","B0CZNYYX28","Whipped Semo Company","4.6","425","https://m.media-amazon.com/images/I/31SAHhqgWAL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Cleansers > Washes",,,"$","23.99","https://www.amazon.com/dp/B0CZNYYX28"
"VT COSMETICS Pink Reedle Shot 100 Serum with 500Da Collagen Extract & Spicule Microneedling Formula, Korean Skin Booster, 1.69 fl oz(50ml)","B0D574JXV4","VT COSMETICS","4.5","1303","https://m.media-amazon.com/images/I/31W2iRYI4sL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Serums",,,"$","31.44","https://www.amazon.com/dp/B0D574JXV4"
"ZealSea Cicalix & Ceramidbar Face Masks Skincare Set, Derm Solution Sheet Mask for Multi-Trigger Sensitivity, Soothing & Calming, Strengthen & Restore Skin, Facial Mask with Cica & Ceramide, 16 Pack","B0FK1YF5HX","ZealSea","4.7","6514","https://m.media-amazon.com/images/I/41D+vkbyJsL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks",,,"$","30.39","https://www.amazon.com/dp/B0FK1YF5HX"
"Touchland Hydrating Hand Sanitizer Spray, FRESH Trio Set (Mint, Citrus, Lemon Lime), 1 FL. OZ. Travel Size Power Mist Sprays (Set of 3)","B09YSV95P9","Touchland","4.8","12177","https://m.media-amazon.com/images/I/41N+fCAgHtL._SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > First Aid > Antibiotics & Antiseptics > Hand Sanitizers",,,"$","30","https://www.amazon.com/dp/B09YSV95P9"
"MIIM.MIIC The Viral Gourmands - 4-Piece Hair and Body Oil Set (10ml / 0.34 oz each) - Complete Collection No. 162, 163, 165 & 166 - Dessert-Scented Hydration","B0GCS25ZGZ","MIIM.MIIC",,,"https://m.media-amazon.com/images/I/317c4E76RNL._SX300_SY300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Body > Moisturizers > Oils","Experience the ultimate fragrance layering luxury with the MIIM.MIIC The Viral Gourmands 4-Piece Hair & Body Oil Collection. This curated set features four of the most sought-after, TikTok-viral scents designed to nourish your skin and hair while leaving an irresistible, long-lasting aroma. Each multi-purpose oil is formulated to provide deep hydration without a greasy residue, making it the perfect addition to your daily beauty routine. Whether you are looking for a creamy vanilla cloud or a warm caramel drizzle, this travel-friendly collection allows you to mix, match, and discover your new signature scent. Viral Gourmand Collection: This exclusive 4-piece set includes the highly popular No. 162, No. 163, No. 165, and No. 166 hair and body oils. Irresistible Scent Profiles: No. 162 Caramel Gourmand: A warm blend of bergamot, caramel, and musk for an indulgent, refined woody base. No. 163 Gelato Gourmand: Creamy clouds of warm milk and caramel drizzle that melt into the skin for a sweet, milky dream. No. 165 Crème Gourmand: Rich whipped vanilla, warm milk, and soft musk creating a cozy dessert-inspired cloud. No. 166 Marshmallow Gourmand: A fluffy, luxe blend of marshmallow, creamy vanilla, and toasted sugar. Dual-Purpose Hydration: Expertly crafted for use on both hair and body to provide essential moisture, softness, and a radiant glow. Travel-Friendly Luxury: Includes four 10ml (0.34 fl oz) dropper bottles, making it the ideal size for travel, your gym bag, or on-the-go touch-ups. Perfect for Layering: These lightweight oils are designed to be layered with your favorite perfumes to enhance fragrance longevity and depth.",,"$","38","https://www.amazon.com/dp/B0GCS25ZGZ"
"Guna Hay Fever Relief Homeopathic Medicine Allergy Symptom Relief - 2 Tubes","B099Y2FKPZ","GUNA","4","13","https://m.media-amazon.com/images/I/71-ddDPvyBL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Allergy, Sinus & Asthma > Allergy Medicine",,,"$","29.18","https://www.amazon.com/dp/B099Y2FKPZ"
"Divi Healthy Hair Goals Mini Kit, Scalp Serum for Thinning Hair 15ml + Volumizing Shampoo Travel Size 2oz + Volumizing Conditioner Travel Size 2oz, 3 Piece Set","B0F1DP53TS","","4.5","12","https://m.media-amazon.com/images/I/41YfjznsIrL._SX342_SY445_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Shampoo & Conditioner Sets",,,"$","38","https://www.amazon.com/dp/B0F1DP53TS"
"OHCO Cold Snap Herbal Supplement 60 Capsules, 2 Pack","B001E0YEJI","Chiwan","4.8","455","https://m.media-amazon.com/images/I/71uKaAQRrqL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Cough & Cold > Cold & Flu Relief","HOW COLD SNAP WORKS The blend of 20 traditional Chinese herbs activates, nourishes, protects and strengthens healthy immune response at the onset of symptoms and during progressing cold and flu symptoms or during times when life’s stressors have you feeling depleted. Protects during the change of seasons against chill or heat. Provides deep-level immune support while assisting the body’s ability to adapt to the stresses of daily life. OHCO’s bestselling alternative over-the-counter cold formula supports deep immune function and rapid response. By building the body’s righteous Chi — our body’s natural state of strength and balance — it rouses the body’s own ability to fight off unwanted “guests” such as stress, contagious illness, chills, and heat. OHCO’s Cold Snap is the best medicine for a cold by supporting deep immune function and rapid response. With regular use of Cold Snap, there will be less school or work missed and less concern over what your kids may have been sharing with their friends. By building the body’s own righteous Chi, Cold Snap strengthens and supports our immune capacity when battling a cold and flu symptoms, when the seasons are changing, or when a rapid response to stress is desired.",,"$","39.72","https://www.amazon.com/dp/B001E0YEJI"
